วันที่เริ่มตัด,วันที่ตัดเสร็จ,DTWH,Load Date,Order No,Grade,Cutter,BW,Size,Cap. (T/day),Brand,EO,CO,Material,Material Description,Prod.Qty (Ton),Prod.Qty (Class),RM/Pallet,Wrapper (m),Box+Lid,Pallet Size,MDF Size,จำนวน PL,จำนวน MDF,Material Note,DOM/EXP,Country,Sale Rep. Remark,,,
23-May-14 13:33,23-May-14 18:10,26-May-14,,1140085,PPC64E,4,64,B-5,35,WHITE PPC,206040641,END,Z01PPC064 00000034,PPC 64E B-5 (WHITE PPC-J-LAY4),6.72,4480,320,1676,950,32.5x44.5,32.5x44.5,14,14,,E,,,,,
23-May-14 18:10,23-May-14 18:49,26-May-14,,1140085,PPC64E,4,64,B-5,35,WHITE PPC,206040643,END,Z01PPC064 00000034,PPC 64E B-5 (WHITE PPC-J-LAY4),0.96,640,320,239,136,32.5x44.5,32.5x44.5,2,2,,E,,,,,
23-May-14 18:49,23-May-14 21:27,26-May-14,,1140085,PPC64E,4,64,B-5,35,WHITE PPC,206040646,END,Z01PPC064 00000034,PPC 64E B-5 (WHITE PPC-J-LAY4),3.84,2560,320,957,543,32.5x44.5,32.5x44.5,8,8,,E,,,,,
23-May-14 21:27,24-May-14 2:04,26-May-14,,1140085,PPC64E,4,64,B-5,35,WHITE PPC,206040647,END,Z01PPC064 00000034,PPC 64E B-5 (WHITE PPC-J-LAY4),6.72,4480,320,1676,950,32.5x44.5,32.5x44.5,14,14,,E,,,,,
24-May-14 2:04,24-May-14 2:43,27-May-14,,1140085,PPC64E,4,64,B-5,35,WHITE PPC,206040650,END,Z01PPC064 00000034,PPC 64E B-5 (WHITE PPC-J-LAY4),0.96,640,320,239,136,32.5x44.5,32.5x44.5,2,2,,E,,,,,
24-May-14 2:43,24-May-14 6:40,27-May-14,,1140085,PPC64E,4,64,B-5,35,WHITE PPC,206040651,END,Z01PPC064 00000034,PPC 64E B-5 (WHITE PPC-J-LAY4),5.76,3840,320,1436,814,32.5x44.5,32.5x44.5,12,12,,E,,,,,
24-May-14 6:40,25-May-14 3:44,27-May-14,,1140085,PPC64E,4,64,B-5,35,WHITE PPC,206040652,END,Z01PPC064 00000034,PPC 64E B-5 (WHITE PPC-J-LAY4),30.72,20480,320,7660,4342,32.5x44.5,32.5x44.5,64,64,,E,,,,,
25-May-14 3:44,25-May-14 7:14,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
25-May-14 7:14,,,,,PPC80E,,,A-4,,SUPREME,,,,,402.938,,,69144,34169,,,632,632,,,,,,,
25-May-14 7:14,25-May-14 8:06,28-May-14,,1140084,PPC80E,4,80,A-4,109,SUPREME,206040725,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),3.938,1575,225,676,334,38x45,38x45,7,7,,E,,,,,
25-May-14 8:06,25-May-14 9:16,28-May-14,,1140084,PPC80E,4,80,A-4,109,SUPREME,206040725,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),5.25,2100,300,901,445,38x45,38x45,7,7,,E,,,,,
25-May-14 9:16,25-May-14 10:25,28-May-14,,1140084,PPC80E,4,80,A-4,109,SUPREME,206040732,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),5.25,2100,300,901,445,38x45,38x45,7,7,,E,,,,,
25-May-14 10:25,26-May-14 22:05,28-May-14,,1140084,PPC80E,4,80,A-4,109,SUPREME,206040792,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),162,64800,225,27799,13738,38x45,38x45,288,288,,E,,,,,
26-May-14 22:05,27-May-14 7:12,,,,Paper ShutDown,,,,0.38,,,,,,,,,,,,,,,,,,,,,
27-May-14 7:12,28-May-14 9:58,30-May-14,,1140084,PPC80E,4,80,A-4,109,SUPREME,206040792,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),121.5,48600,300,20849,10303,38x45,38x45,162,162,,E,,,,,
28-May-14 9:58,28-May-14 17:53,31-May-14,,1140084,PPC80E,4,80,A-4,109,SUPREME,206040731,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),36,14400,300,6178,3053,38x45,38x45,48,48,,E,,,,,
28-May-14 17:53,28-May-14 23:50,31-May-14,,1140084,PPC80E,4,80,A-4,109,SUPREME,206040731,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),27,10800,225,4633,2290,38x45,38x45,48,48,,E,,,,,
28-May-14 23:50,29-May-14 0:49,31-May-14,,1140084,PPC80E,4,80,A-4,109,SUPREME,206040732,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),4.5,1800,225,772,382,38x45,38x45,8,8,,E,,,,,
29-May-14 0:49,29-May-14 3:38,01-Jun-14,,1140084,PPC80E,4,80,A-4,109,SUPREME,206040741,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),12.75,5100,300,2188,1081,38x45,38x45,17,17,,E,,,,,
29-May-14 3:38,29-May-14 5:37,01-Jun-14,,1140084,PPC80E,4,80,A-4,109,SUPREME,206040741,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),9,3600,225,1544,763,38x45,38x45,16,16,,E,,,,,
29-May-14 5:37,29-May-14 7:06,01-Jun-14,,1140084,PPC80E,4,80,A-4,109,SUPREME,206040791,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),6.75,2700,225,1158,572,38x45,38x45,12,12,,E,,,,,
29-May-14 7:06,29-May-14 9:05,01-Jun-14,,1140084,PPC80E,4,80,A-4,109,SUPREME,206040791,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),9,3600,300,1544,763,38x45,38x45,12,12,,E,,,,,
29-May-14 9:05,,,,,PPC70D,,,A-4,,IDEA MAX,,,,,140.000,,,27550,13615,,,134,134,,,,,,,
29-May-14 9:05,30-May-14 19:01,01-Jun-14,,1140082,PPC70D,4,70,A-4,99,IDEA MAX,END,38461,Z01PPC070 00001040,PPC 70D A-4 (IDM-LAY6),140,64220,480,27550,13615,38x49,38x49,134,134,,D,,,,,
30-May-14 19:01,,,,,PPC70D,,,A-4,,PAPER WORK NO.1,,,,,25.000,,,4920,2431,,,24,24,,,,,,,
30-May-14 19:01,30-May-14 22:29,02-Jun-14,,1140091,PPC70D,1,70,A-4,173,PAPER WORK NO.1,END,38621,Z01PPC070 00001077,PPC 70D A-4 (OEM-PPWORK-PMW-SG-LAY6),25,11468,480,4920,2431,38x49,38x49,24,24,,D,,ShirkWrap,,,
30-May-14 22:29,31-May-14 1:59,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
31-May-14 1:59,,,,,PPC80E,,,A-3,,SUPREME,,,,,36.690,,,4246,1559,,,60,60,,,,,,,
31-May-14 1:59,31-May-14 5:57,03-Jun-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040692,END,Z01PPC080 00000680,PPC 80E A-3 (SPR-PMW-LAY3),15.72,3150,105,1819,668,38x43,38x43,30,30,,E,,,,,
31-May-14 5:57,31-May-14 11:15,03-Jun-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040692,END,Z01PPC080 00000679,PPC 80E A-3 (SPR-PMW-LAY4),20.97,4202,140,2427,891,38x43,38x43,30,30,,E,,,,,
31-May-14 11:15,03-Jun-14 16:03,,,,wait Paper,,,,3.20,,,,,,,,,,,,,,,,,,,,,
03-Jun-14 16:03,03-Jun-14 19:33,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
03-Jun-14 19:33,,,,,PPC70D,,,A-4,,DELIGHT,,,,,30.000,,,5904,0,,,29,29,,,,,,,
03-Jun-14 19:33,04-Jun-14 11:33,06-Jun-14,,1140080,PPC70D,4,70,A-4,45,DELIGHT,END,38557,Z01PPC070 00001076,PPC 70D A-4 (DELIGHT-PMW-SG-LAY6),30,13761,480,5904,0,38x49,38x49,29,29,,D,,ShirkWrap,,,
04-Jun-14 11:33,,,,,PPC70E,,,A-4,,IDEA MAX,,,,,250,,,49197,24312,,,239,239,,,,,,,
04-Jun-14 11:33,07-Jun-14 0:10,07-Jun-14,,,PPC70E,4,70,A-4,99,IDEA MAX,END,38810,Z01PPC070 00001040,PPC 70D A-4 (IDM-LAY6),250,114679,480,49197,24312,38x49,38x49,239,239,,E,,,,,
07-Jun-14 0:10,,,,,PPC70E,,,A-4,,DELIGHT,,,,,68.670,,,13514,0,,,120,120,,,,,,,
07-Jun-14 0:10,07-Jun-14 7:08,10-Jun-14,09-Jun,1140098,PPC70E,4,70,A-4,45,DELIGHT,206041177,END,Z01PPC070 00001121,PPC 70E A-4 (DELIGHT-SHRINK-PMW-LAY4),13.08,6000,300,2574,0,38x45,38x45,20,20,,E,,ShirkWrap,,,
07-Jun-14 7:08,07-Jun-14 12:22,10-Jun-14,09-Jun,1140098,PPC70E,4,70,A-4,45,DELIGHT,206041177,END,Z01PPC070 00001122,PPC 70E A-4 (DELIGHT-SHRINK-PMW-LAY3),9.81,4500,225,1931,0,38x45,38x45,20,20,,E,,ShirkWrap,,,
07-Jun-14 12:22,08-Jun-14 2:19,10-Jun-14,09-Jun,1140098,PPC70E,4,70,A-4,45,DELIGHT,206041178,END,Z01PPC070 00001121,PPC 70E A-4 (DELIGHT-SHRINK-PMW-LAY4),26.16,12000,300,5148,0,38x45,38x45,40,40,,E,,ShirkWrap,,,
08-Jun-14 2:19,08-Jun-14 12:47,11-Jun-14,09-Jun,1140098,PPC70E,4,70,A-4,45,DELIGHT,206041178,END,Z01PPC070 00001122,PPC 70E A-4 (DELIGHT-SHRINK-PMW-LAY3),19.62,9000,225,3861,0,38x45,38x45,40,40,,E,,ShirkWrap,,,
08-Jun-14 12:47,08-Jun-14 15:11,,,,CVT late,,,,0.10,,,,,,,,,,,,,,,,,,,,,
08-Jun-14 15:11,,,,,PPC70D,,,A-4,,DELIGHT,,,,,55.000,,,10823,0,,,53,53,,,,,,,
08-Jun-14 15:11,09-Jun-14 4:31,11-Jun-14,,1140080,PPC70D,4,70,A-4,45,DELIGHT,END,38621,Z01PPC070 00001076,PPC 70D A-4 (DELIGHT-PMW-SG-LAY6),25,11468,480,4920,0,38x49,38x49,24,24,,D,,ShirkWrap,,,
09-Jun-14 4:31,09-Jun-14 20:31,12-Jun-14,,1140098,PPC70D,4,70,A-4,45,DELIGHT,END,38788,Z01PPC070 00001076,PPC 70D A-4 (DELIGHT-PMW-SG-LAY6),30,13761,480,5904,0,38x49,38x49,29,29,,D,,ShirkWrap,,,
09-Jun-14 20:31,,,,,PPC70D,,,A-4,,PAPER WORK NO.1,,,,,30,,,5904,2917,,,29,29,,,,,,,
09-Jun-14 20:31,10-Jun-14 12:31,12-Jun-14,,1140098,PPC70D,4,70,A-4,45,PAPER WORK NO.1,END,38788,Z01PPC070 00001077,PPC 70D A-4 (OEM-PPWORK-PMW-SG-LAY6),30,13761,480,5904,2917,38x49,38x49,29,29,,D,,ShirkWrap,,,
10-Jun-14 12:31,,,,,PPC80D,,,A-4,,IDEA WORK,,,,,200,,,34320,16960,,,167,167,,,,,,,
10-Jun-14 12:31,12-Jun-14 8:33,13-Jun-14,,1140100,PPC80D,4,80,A-4,109,IDEA WORK,,38828,Z01PPC080 00001128,PPC 80D A-4 (IDW-AP-LAY6),200,80000,480,34320,16960,38x49,38x49,167,167,,D,,มอก. ใหม่,,,
12-Jun-14 8:33,,,,,PPC80E,,,A-4,,IDEA WORK,,,,,94.520,,,16220,8015,,,115,115,,,,,,,
12-Jun-14 8:33,12-Jun-14 12:58,15-Jun-14,,1140088,PPC80E,4,80,A-4,109,IDEA WORK,206040664,END,Z01PPC080 00001130,PPC 80E A-4 (IDW-AP-LAY6),20,8000,480,3432,1696,38x45,38x45,17,17,,E,,มอก. เก่า,,,
12-Jun-14 12:58,12-Jun-14 17:48,15-Jun-14,,1140088,PPC80E,4,80,A-4,109,IDEA WORK,206040712,END,Z01PPC080 00001056,PPC 80E A-4 (IDW-AP-NP),22,8800,480,3775,1866,38x49,38x49,18,18,,E,,มอก. เก่า,,,
12-Jun-14 17:48,12-Jun-14 22:46,15-Jun-14,,1140088,PPC80E,4,80,A-4,109,IDEA WORK,206040700,END,Z01PPC080 00001011,PPC 80E A-4 (IDW-VN-LAY3) SG-K,22.52,9008,225,3864,1910,38x45,38x45,40,40,,E,,มอก. เก่า,,,
12-Jun-14 22:46,13-Jun-14 5:22,15-Jun-14,,1140088,PPC80E,4,80,A-4,109,IDEA WORK,206040700,END,Z01PPC080 00001012,PPC 80E A-4 (IDW-VN-LAY4) SG-K,30,12000,300,5148,2544,38x45,38x45,40,40,,E,,มอก. เก่า,,,
13-Jun-14 5:22,13-Jun-14 14:29,,,,CVT Shut Down,,,,0.38,,,,,,,,,,,,,,,,,,,,,
13-Jun-14 14:29,,,,,PPC70E,,,A-3,,SUPREME METRO,,,,,3.824,,,505,186,,,7,7,,,,,,,
13-Jun-14 14:29,13-Jun-14 14:53,16-Jun-14,19-Jun,ปรับปรุงสินค้า,PPC70E,4,70,A-3,85,SUPREME METRO,206041159,END,Z01PPC070 00001099,PPC 70E A-3 (SPR-AP-MT-PMW-LAY3),1.377,315,105,182,67,38x43,38x43,3,3,,E,,METRO,,,
13-Jun-14 14:53,13-Jun-14 15:34,16-Jun-14,19-Jun,ปรับปรุงสินค้า,PPC70E,4,70,A-3,85,SUPREME METRO,206041159,END,Z01PPC070 00001098,PPC 70E A-3 (SPR-AP-MT-PMW-LAY4),2.447,560,140,323,119,38x43,38x43,4,4,,E,,METRO,,,
13-Jun-14 15:34,14-Jun-14 15:34,,,,wait Paper,,,,1.00,,,,,,,,,,,,,,,,,,,,,
14-Jun-14 15:34,,,,,PPC70E,,,A-4,,SUPREME,,,,,484.397,,,95080,47106,,,753,753,,,,,,,
14-Jun-14 15:34,14-Jun-14 17:00,17-Jun-14,,1140103,PPC70E,4,70,A-4,99,SUPREME,206041082,END,Z01PPC070 00000836,PPC 70E A-4 (SPR-AP-PMW-LAY3),5.886,2700,225,1155,572,38x45,38x45,12,12,,E,,,,,
14-Jun-14 17:00,14-Jun-14 18:54,17-Jun-14,,1140103,PPC70E,4,70,A-4,99,SUPREME,206041082,END,Z01PPC070 00000837,PPC 70E A-4 (SPR-AP-PMW-LAY4),7.848,3600,300,1540,763,38x45,38x45,12,12,,E,,,,,
14-Jun-14 18:54,14-Jun-14 20:19,17-Jun-14,,1140103,PPC70E,4,70,A-4,99,SUPREME,206041083,END,Z01PPC070 00000836,PPC 70E A-4 (SPR-AP-PMW-LAY3),5.886,2700,225,1155,572,38x45,38x45,12,12,,E,,,,,
14-Jun-14 20:19,14-Jun-14 22:14,17-Jun-14,,1140103,PPC70E,4,70,A-4,99,SUPREME,206041083,END,Z01PPC070 00000837,PPC 70E A-4 (SPR-AP-PMW-LAY4),7.848,3600,300,1540,763,38x45,38x45,12,12,,E,,,,,
14-Jun-14 22:14,15-Jun-14 1:05,17-Jun-14,,1140103,PPC70E,4,70,A-4,99,SUPREME,206041133,END,Z01PPC070 00000836,PPC 70E A-4 (SPR-AP-PMW-LAY3),11.772,5400,225,2311,1145,38x45,38x45,24,24,,E,,,,,
15-Jun-14 1:05,15-Jun-14 4:53,18-Jun-14,,1140103,PPC70E,4,70,A-4,99,SUPREME,206041133,END,Z01PPC070 00000837,PPC 70E A-4 (SPR-AP-PMW-LAY4),15.696,7200,300,3081,1526,38x45,38x45,24,24,,E,,,,,
15-Jun-14 4:53,15-Jun-14 12:40,18-Jun-14,,1140103,PPC70E,4,70,A-4,99,SUPREME-NP,206041140,END,Z01PPC070 00000663,PPC 70E A-4 (SPR-AP-PMW-NP),32.101,14725,300,6301,3122,38x45,38x45,49,49,,E,,,,,
15-Jun-14 12:40,16-Jun-14 4:14,18-Jun-14,,1140103,PPC70E,4,70,A-4,99,SUPREME-NP,206041141,END,Z01PPC070 00000663,PPC 70E A-4 (SPR-AP-PMW-NP),64.201,29450,300,12602,6243,38x45,38x45,98,98,,E,,,,,
16-Jun-14 4:14,17-Jun-14 18:38,,,,Cutter Late,,,,1.60,,,,,,,,,,,,,,,,,,,,,
17-Jun-14 18:38,18-Jun-14 10:12,20-Jun-14,,1140103,PPC70E,4,70,A-4,99,SUPREME-NP,206041142,END,Z01PPC070 00000663,PPC 70E A-4 (SPR-AP-PMW-NP),64.201,29450,300,12602,6243,38x45,38x45,98,98,,E,,,,,
18-Jun-14 10:12,20-Jun-14 5:40,21-Jun-14,,1140103,PPC70E,4,70,A-4,99,SUPREME-NP,206041145,END,Z01PPC070 00000663,PPC 70E A-4 (SPR-AP-PMW-NP),179.305,82250,300,35195,17437,38x45,38x45,274,274,,E,,,,,
20-Jun-14 5:40,21-Jun-14 3:24,23-Jun-14,,1140103,PPC70E,4,70,A-4,99,SUPREME-NP,206041146,END,Z01PPC070 00000663,PPC 70E A-4 (SPR-AP-PMW-NP),89.653,41125,300,17597,8719,38x45,38x45,137,137,,E,,,,,
21-Jun-14 3:24,21-Jun-14 6:54,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
21-Jun-14 6:54,,,,,PPC70E,,,A-3,,SUPREME,,,,,20.695,,,2735,1004,,,39,39,,,,,,,
21-Jun-14 6:54,21-Jun-14 9:23,24-Jun-14,,1140103,PPC70E,4,70,A-3,85,SUPREME,0,END,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),8.795,2013,105,1162,427,38x43,38x43,19,19,,E,,,,,
21-Jun-14 9:23,21-Jun-14 12:44,24-Jun-14,,1140103,PPC70E,4,70,A-3,85,SUPREME,0,END,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),11.9,2723,140,1573,577,38x43,38x43,19,19,,E,,,,,
21-Jun-14 12:44,,,,,PPC80E,,,A-3,,SUPREME,,,,,110.070,,,12739,4676,,,180,180,,,,,,,
21-Jun-14 12:44,22-Jun-14 0:39,24-Jun-14,,1140104,PPC80E,4,80,A-3,95,SUPREME,206041089,END,Z01PPC080 00000680,PPC 80E A-3 (SPR-PMW-LAY3),47.16,9451,105,5458,2004,38x43,38x43,90,90,,E,,,,,
22-Jun-14 0:39,22-Jun-14 16:33,25-Jun-14,,1140104,PPC80E,4,80,A-3,95,SUPREME,206041089,END,Z01PPC080 00000679,PPC 80E A-3 (SPR-PMW-LAY4),62.91,12607,140,7281,2673,38x43,38x43,90,90,,E,,,,,
22-Jun-14 16:33,,,,,PPC70E,,,A-3,,IDEA MAX,,,,,42.840,,,5661,2078,,,80,80,,,,,,,
22-Jun-14 16:33,22-Jun-14 21:44,25-Jun-14,,1140097,PPC70E,4,70,A-3,85,IDEA MAX,206041166,END,Z01PPC070 00000961,PPC 70E A-3 (IDM-LAY3),18.36,4201,105,2426,891,38x43,38x43,40,40,,E,,,,,
22-Jun-14 21:44,23-Jun-14 4:39,25-Jun-14,,1140097,PPC70E,4,70,A-3,85,IDEA MAX,206041166,END,Z01PPC070 00000962,PPC 70E A-3 (IDM-LAY4),24.48,5602,140,3235,1188,38x43,38x43,40,40,,E,,,,,
23-Jun-14 4:39,23-Jun-14 8:09,,,,Wait PPC 64E,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
23-Jun-14 8:09,,,,,PPC80E,,,A-4,,SUPREME,,,,,128.251,,,22008,10876,,,204,204,,,,,,,
23-Jun-14 8:09,23-Jun-14 9:38,26-Jun-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041092,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),6.75,2700,225,1158,572,38x45,38x45,12,12,,E,,,,,
23-Jun-14 9:38,23-Jun-14 11:37,26-Jun-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041092,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),9,3600,300,1544,763,38x45,38x45,12,12,,E,,,,,
23-Jun-14 11:37,23-Jun-14 13:06,26-Jun-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041093,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),6.75,2700,225,1158,572,38x45,38x45,12,12,,E,,,,,
23-Jun-14 13:06,23-Jun-14 15:05,26-Jun-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041093,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),9,3600,300,1544,763,38x45,38x45,12,12,,E,,,,,
23-Jun-14 15:05,23-Jun-14 16:26,26-Jun-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041094,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),6.188,2475,225,1062,525,38x45,38x45,11,11,,E,,,,,
23-Jun-14 16:26,23-Jun-14 18:25,26-Jun-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041094,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),9,3600,300,1544,763,38x45,38x45,12,12,,E,,,,,
23-Jun-14 18:25,23-Jun-14 19:47,26-Jun-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041095,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),6.188,2475,225,1062,525,38x45,38x45,11,11,,E,,,,,
23-Jun-14 19:47,23-Jun-14 21:46,26-Jun-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041095,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),9,3600,300,1544,763,38x45,38x45,12,12,,E,,,,,
23-Jun-14 21:46,23-Jun-14 23:15,26-Jun-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041096,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),6.75,2700,225,1158,572,38x45,38x45,12,12,,E,,,,,
23-Jun-14 23:15,24-Jun-14 1:14,26-Jun-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041096,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),9,3600,300,1544,763,38x45,38x45,12,12,,E,,,,,
24-Jun-14 1:14,24-Jun-14 2:43,27-Jun-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041099,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),6.75,2700,225,1158,572,38x45,38x45,12,12,,E,,,,,
24-Jun-14 2:43,24-Jun-14 4:42,27-Jun-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041099,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),9,3600,300,1544,763,38x45,38x45,12,12,,E,,,,,
24-Jun-14 4:42,24-Jun-14 8:10,27-Jun-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041144,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),15.75,6300,225,2703,1336,38x45,38x45,28,28,,E,,,,,
24-Jun-14 8:10,24-Jun-14 12:23,27-Jun-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041155,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),19.125,7650,225,3282,1622,38x45,38x45,34,34,,E,,,,,
24-Jun-14 12:23,24-Jun-14 15:53,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
24-Jun-14 15:53,,,,,PPC64E,,,A-3,,WHITE PPC,,,,,89.153,,,12904,7895,,,152,152,,,,,,,
24-Jun-14 15:53,26-Jun-14 0:48,27-Jun-14,23-Jun,1140109,PPC64E,4,64,A-3,65,WHITE PPC,,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),89.153,22344,147,12904,7895,38x43,38x43,152,152,,E,,,,,
26-Jun-14 0:48,26-Jun-14 4:18,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
26-Jun-14 4:18,,,,,PPC64E,,,B-4,,WHITE PPC,,,,,70.804,,,10940,5020,,,148,148,,,,,,,
26-Jun-14 4:18,27-Jun-14 14:17,29-Jun-14,,1140109,PPC64E,4,64,B-4,50,WHITE PPC,,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),70.804,23680,160,10940,5020,32.5x44.5,31x44,148,148,,E,,,,,
27-Jun-14 14:17,27-Jun-14 17:47,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
27-Jun-14 17:47,,,,,PPC64E,,,B-5,,WHITE PPC,,,,,19.200,,,4787,2714,,,40,40,,,,,,,
27-Jun-14 17:47,28-Jun-14 6:57,30-Jun-14,,1140109,PPC64E,4,64,B-5,35,WHITE PPC,,END,Z01PPC064 00000034,PPC 64E B-5 (WHITE PPC-J-LAY4),19.2,12800,320,4787,2714,32.5x44.5,32.5x44.5,40,40,,E,,,,,
28-Jun-14 6:57,28-Jun-14 10:27,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
28-Jun-14 10:27,,,,,PPC80E,,,A-4,,IDEA WORK,,,,,108.550,,,18627,9205,,,132,132,,,,,,,
28-Jun-14 10:27,28-Jun-14 14:57,01-Jul-14,,1140106,PPC80E,4,80,A-4,109,IDEA WORK,206041195,END,Z01PPC080 00001130,PPC 80E A-4 (IDW-AP-LAY6),20.4,8160,480,3501,1730,38x45,38x45,17,17,,E,,มอก. เก่า,,,
28-Jun-14 14:57,28-Jun-14 21:33,01-Jul-14,,1140106,PPC80E,4,80,A-4,109,IDEA WORK,206041143,END,Z01PPC080 00001056,PPC 80E A-4 (IDW-AP-NP),30,12000,480,5148,2544,38x49,38x49,25,25,,E,,มอก. เก่า,,,
28-Jun-14 21:33,29-Jun-14 1:16,01-Jul-14,,1140106,PPC80E,4,80,A-4,109,IDEA WORK,206040906,END,Z01PPC080 00000985,PPC 80E A-4 (IDW-LAY3),16.89,6756,225,2898,1432,38x45,38x45,30,30,,E,,มอก. เก่า,,,
29-Jun-14 1:16,29-Jun-14 4:34,02-Jul-14,,1140106,PPC80E,4,80,A-4,109,IDEA WORK,206040906,END,Z01PPC080 00000984,PPC 80E A-4 (IDW-LAY4),15,6000,300,2574,1272,38x45,38x45,20,20,,E,,มอก. เก่า,,,
29-Jun-14 4:34,29-Jun-14 7:03,02-Jul-14,,1140106,PPC80E,4,80,A-4,109,IDEA WORK,206040693,END,Z01PPC080 00001011,PPC 80E A-4 (IDW-VN-LAY3) SG-K,11.26,4504,225,1932,955,38x45,38x45,20,20,,E,,มอก. เก่า,,,
29-Jun-14 7:03,29-Jun-14 10:21,02-Jul-14,,1140106,PPC80E,4,80,A-4,109,IDEA WORK,206040693,END,Z01PPC080 00001012,PPC 80E A-4 (IDW-VN-LAY4) SG-K,15,6000,300,2574,1272,38x45,38x45,20,20,,E,,มอก. เก่า,,,
29-Jun-14 10:21,,,,,PPC80D,,,A-4,,IDEA WORK,,,,,150.000,,,25740,12720,,,125,125,,,,,,,
29-Jun-14 10:21,30-Jun-14 19:23,02-Jul-14,,1140106,PPC80D,4,80,A-4,109,IDEA WORK,END,38951,Z01PPC080 00001128,PPC 80D A-4 (IDW-AP-LAY6),150,60000,480,25740,12720,38x49,38x49,125,125,,D,,มอก. ใหม่,,,
30-Jun-14 19:23,,,,,PPC80E,,,A-4,,SUPREME,,,,,48.750,,,8366,4134,,,65,65,,,,,,,
30-Jun-14 19:23,01-Jul-14 0:10,03-Jul-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041144,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),21.75,8700,300,3732,1844,38x45,38x45,29,29,,E,,,,,
