วันที่เริ่มตัด,วันที่ตัดเสร็จ,DTWH,Load Date,Order No,Grade,Cutter,BW,Size,Cap. (T/day),Brand,EO,CO,Material,Material Description,Prod.Qty (Ton),Prod.Qty (Class),RM/Pallet,Wrapper (m),Box+Lid,Pallet Size,MDF Size,จำนวน PL,จำนวน MDF,Material Note,DOM/EXP,Country,Sale Rep. Remark,,,
27-Apr-14 8:07,27-Apr-14 10:43,30-Apr-14,,1140074,PPC64E,4,64,A-3,65,WHITE PPC,206040300,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),7.038,1764,147,1019,623,38x43,38x43,12,12,,E,,,,,
27-Apr-14 10:43,27-Apr-14 13:19,30-Apr-14,,1140074,PPC64E,4,64,A-3,65,WHITE PPC,206040301,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),7.038,1764,147,1019,623,38x43,38x43,12,12,,E,,,,,
27-Apr-14 13:19,27-Apr-14 15:55,30-Apr-14,,1140074,PPC64E,4,64,A-3,65,WHITE PPC,206040303,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),7.038,1764,147,1019,623,38x43,38x43,12,12,,E,,,,,
27-Apr-14 15:55,27-Apr-14 16:47,30-Apr-14,,1140074,PPC64E,4,64,A-3,65,WHITE PPC,206040319,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),2.346,588,147,340,208,38x43,38x43,4,4,,E,,,,,
27-Apr-14 16:47,27-Apr-14 17:09,30-Apr-14,,1140074,PPC64E,4,64,A-3,65,WHITE PPC,0,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),1,251,147,145,89,38x43,38x43,2,2,,E,,,,,
27-Apr-14 17:09,27-Apr-14 20:39,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
27-Apr-14 20:39,,,,,PPC64E,,,B-4,,WHITE PPC,,,,,41.186,,,6364,2920,,,86,86,,,,,,,
27-Apr-14 20:39,28-Apr-14 3:05,30-Apr-14,,1140074,PPC64E,4,64,B-4,50,WHITE PPC,206040298,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),13.395,4480,160,2070,950,32.5x44.5,31x44,28,28,,E,,,,,
28-Apr-14 3:05,28-Apr-14 5:50,01-May-14,,1140074,PPC64E,4,64,B-4,50,WHITE PPC,206040300,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),5.741,1920,160,887,407,32.5x44.5,31x44,12,12,,E,,,,,
28-Apr-14 5:50,28-Apr-14 7:40,01-May-14,,1140074,PPC64E,4,64,B-4,50,WHITE PPC,206040301,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),3.827,1280,160,591,271,32.5x44.5,31x44,8,8,,E,,,,,
28-Apr-14 7:40,28-Apr-14 13:11,01-May-14,,1140074,PPC64E,4,64,B-4,50,WHITE PPC,206040303,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),11.482,3840,160,1774,814,32.5x44.5,31x44,24,24,,E,,,,,
28-Apr-14 13:11,28-Apr-14 15:56,01-May-14,,1140074,PPC64E,4,64,B-4,50,WHITE PPC,206040319,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),5.741,1920,160,887,407,32.5x44.5,31x44,12,12,,E,,,,,
28-Apr-14 15:56,28-Apr-14 16:25,01-May-14,,1140074,PPC64E,4,64,B-4,50,WHITE PPC,0,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),1,334,160,155,71,32.5x44.5,31x44,2,2,,E,,,,,
28-Apr-14 16:25,28-Apr-14 19:55,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
28-Apr-14 19:55,,,,,PPC64E,,,B-5,,WHITE PPC,,,,,21.120,,,5266,2985,,,44,44,,,,,,,
28-Apr-14 19:55,29-Apr-14 5:08,01-May-14,,1140074,PPC64E,4,64,B-5,35,WHITE PPC,206040298,END,Z01PPC064 00000034,PPC 64E B-5 (WHITE PPC-J-LAY4),13.44,8960,320,3351,1900,32.5x44.5,32.5x44.5,28,28,,E,,,,,
29-Apr-14 5:08,29-Apr-14 5:47,02-May-14,,1140074,PPC64E,4,64,B-5,35,WHITE PPC,206040300,END,Z01PPC064 00000034,PPC 64E B-5 (WHITE PPC-J-LAY4),0.96,640,320,239,136,32.5x44.5,32.5x44.5,2,2,,E,,,,,
29-Apr-14 5:47,29-Apr-14 7:46,02-May-14,,1140074,PPC64E,4,64,B-5,35,WHITE PPC,206040301,END,Z01PPC064 00000034,PPC 64E B-5 (WHITE PPC-J-LAY4),2.88,1920,320,718,407,32.5x44.5,32.5x44.5,6,6,,E,,,,,
29-Apr-14 7:46,29-Apr-14 9:05,02-May-14,,1140074,PPC64E,4,64,B-5,35,WHITE PPC,206040303,END,Z01PPC064 00000034,PPC 64E B-5 (WHITE PPC-J-LAY4),1.92,1280,320,479,271,32.5x44.5,32.5x44.5,4,4,,E,,,,,
29-Apr-14 9:05,29-Apr-14 10:24,02-May-14,,1140074,PPC64E,4,64,B-5,35,WHITE PPC,206040319,END,Z01PPC064 00000034,PPC 64E B-5 (WHITE PPC-J-LAY4),1.92,1280,320,479,271,32.5x44.5,32.5x44.5,4,4,,E,,,,,
29-Apr-14 10:24,29-Apr-14 13:54,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
29-Apr-14 13:54,,,,,PPC70D,,,A-4,,IDEA MAX,,,,,85.000,,,16727,8266,,,81,81,,,,,,,
29-Apr-14 13:54,30-Apr-14 10:30,02-May-14,,1140063,PPC70D,4,70,A-4,99,IDEA MAX,END,38027,Z01PPC070 00001040,PPC 70D A-4 (IDM-LAY6),85,38991,480,16727,8266,38x49,38x49,81,81,,D,,,,,
30-Apr-14 10:30,04-May-14 22:30,,,,Wait for paper,,,,4.50,,,,,,,,,,,,,,,,,,,,,
04-May-14 22:30,,,,,PPC70D,,,A-4,,DELIGHT,,,,,40.000,,,7872,0,,,39,39,,,,,,,
04-May-14 22:30,05-May-14 8:12,07-May-14,,1140080,PPC70D,4,70,A-4,99,DELIGHT,END,38368,Z01PPC070 00001076,PPC 70D A-4 (DELIGHT-PMW-SG-LAY6),40,18349,480,7872,0,38x49,38x49,39,39,,D,,ShirkWrap,,,
05-May-14 8:12,06-May-14 15:24,,,,Wait for paper,,,,1.30,,,,,,,,,,,,,,,,,,,,,
06-May-14 15:24,,,,,PPC70E,,,A-4,,SUPREME-NP,,,,,425.539,,,83527,41383,,,662,662,,,,,,,
06-May-14 15:24,06-May-14 22:39,09-May-14,,1140081,PPC70E,4,70,A-4,99,SUPREME-NP,206040705,END,Z01PPC070 00000663,PPC 70E A-4 (SPR-AP-PMW-NP),29.921,13725,300,5873,2910,38x45,38x45,46,46,,E,,,,,
06-May-14 22:39,07-May-14 2:06,09-May-14,,1140081,PPC70E,4,70,A-4,99,SUPREME-NP,206040706,END,Z01PPC070 00000663,PPC 70E A-4 (SPR-AP-PMW-NP),14.225,6525,300,2792,1383,38x45,38x45,22,22,,E,,,,,
07-May-14 2:06,07-May-14 9:53,10-May-14,,1140081,PPC70E,4,70,A-4,99,SUPREME-NP,206040707,END,Z01PPC070 00000663,PPC 70E A-4 (SPR-AP-PMW-NP),32.101,14725,300,6301,3122,38x45,38x45,49,49,,E,,,,,
07-May-14 9:53,07-May-14 17:40,10-May-14,,1140081,PPC70E,4,70,A-4,99,SUPREME-NP,206040708,END,Z01PPC070 00000663,PPC 70E A-4 (SPR-AP-PMW-NP),32.101,14725,300,6301,3122,38x45,38x45,49,49,,E,,,,,
07-May-14 17:40,08-May-14 1:27,10-May-14,,1140081,PPC70E,4,70,A-4,99,SUPREME-NP,206040709,END,Z01PPC070 00000663,PPC 70E A-4 (SPR-AP-PMW-NP),32.101,14725,300,6301,3122,38x45,38x45,49,49,,E,,,,,
08-May-14 1:27,08-May-14 17:01,11-May-14,,1140081,PPC70E,4,70,A-4,99,SUPREME-NP,206040711,END,Z01PPC070 00000663,PPC 70E A-4 (SPR-AP-PMW-NP),64.201,29450,300,12602,6243,38x45,38x45,98,98,,E,,,,,
08-May-14 17:01,08-May-14 20:49,11-May-14,,1140081,PPC70E,4,70,A-4,99,SUPREME,206040731,END,Z01PPC070 00000837,PPC 70E A-4 (SPR-AP-PMW-LAY4),15.696,7200,300,3081,1526,38x45,38x45,24,24,,E,,,,,
08-May-14 20:49,08-May-14 23:40,11-May-14,,1140081,PPC70E,4,70,A-4,99,SUPREME,206040731,END,Z01PPC070 00000836,PPC 70E A-4 (SPR-AP-PMW-LAY3),11.772,5400,225,2311,1145,38x45,38x45,24,24,,E,,,,,
08-May-14 23:40,09-May-14 0:28,11-May-14,,1140081,PPC70E,4,70,A-4,99,SUPREME,206040732,END,Z01PPC070 00000837,PPC 70E A-4 (SPR-AP-PMW-LAY4),3.27,1500,300,642,318,38x45,38x45,5,5,,E,,,,,
09-May-14 0:28,09-May-14 0:56,12-May-14,,1140081,PPC70E,4,70,A-4,99,SUPREME,206040732,END,Z01PPC070 00000836,PPC 70E A-4 (SPR-AP-PMW-LAY3),1.962,900,225,385,191,38x45,38x45,4,4,,E,,,,,
09-May-14 0:56,09-May-14 3:57,12-May-14,,1140081,PPC70E,4,70,A-4,99,SUPREME,206040741,END,Z01PPC070 00000837,PPC 70E A-4 (SPR-AP-PMW-LAY4),12.426,5700,300,2439,1208,38x45,38x45,19,19,,E,,,,,
09-May-14 3:57,09-May-14 6:13,12-May-14,,1140081,PPC70E,4,70,A-4,99,SUPREME,206040741,END,Z01PPC070 00000836,PPC 70E A-4 (SPR-AP-PMW-LAY3),9.32,4275,225,1829,906,38x45,38x45,19,19,,E,,,,,
09-May-14 6:13,10-May-14 8:18,12-May-14,,1140081,PPC70E,4,70,A-4,99,SUPREME-NP,206040750,END,Z01PPC070 00000663,PPC 70E A-4 (SPR-AP-PMW-NP),107.583,49350,300,21117,10462,38x45,38x45,165,165,,E,,,,,
10-May-14 8:18,10-May-14 22:34,13-May-14,,1140081,PPC70E,4,70,A-4,99,SUPREME-SLIM,206040380,END,Z01PPC070 00000756,PPC 70E A-4 (SPR-AP-PMW-LAY4-SL),58.86,27000,300,11553,5724,38x45,38x45,90,90,,E,,,,,
10-May-14 22:34,11-May-14 2:04,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
11-May-14 2:04,,,,,PPC70E,,,A-3,,SUPREME,,,,,132.328,,,17487,6420,,,247,247,,,,,,,
11-May-14 2:04,11-May-14 3:06,14-May-14,,1140081,PPC70E,4,70,A-3,85,SUPREME,206040660,END,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),3.671,840,140,485,178,38x43,38x43,6,6,,E,,,,,
11-May-14 3:06,11-May-14 3:53,14-May-14,,1140081,PPC70E,4,70,A-3,85,SUPREME,206040660,END,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),2.753,630,105,364,134,38x43,38x43,6,6,,E,,,,,
11-May-14 3:53,11-May-14 7:30,14-May-14,,1140081,PPC70E,4,70,A-3,85,SUPREME,206040695,END,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),12.848,2940,140,1698,623,38x43,38x43,21,21,,E,,,,,
11-May-14 7:30,11-May-14 10:14,14-May-14,,1140081,PPC70E,4,70,A-3,85,SUPREME,206040695,END,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),9.636,2205,105,1273,467,38x43,38x43,21,21,,E,,,,,
11-May-14 10:14,11-May-14 10:45,14-May-14,,1140081,PPC70E,4,70,A-3,85,SUPREME,206040696,END,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),1.835,420,140,242,89,38x43,38x43,3,3,,E,,,,,
11-May-14 10:45,11-May-14 11:16,14-May-14,,1140081,PPC70E,4,70,A-3,85,SUPREME,206040696,END,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),1.835,420,105,242,89,38x43,38x43,4,4,,E,,,,,
11-May-14 11:16,11-May-14 12:28,14-May-14,,1140081,PPC70E,4,70,A-3,85,SUPREME METRO,206040697,END,Z01PPC070 00001098,PPC 70E A-3 (SPR-AP-MT-PMW-LAY4),4.283,980,140,566,208,38x43,38x43,7,7,,E,,METRO,,,
11-May-14 12:28,11-May-14 13:23,14-May-14,,1140081,PPC70E,4,70,A-3,85,SUPREME METRO,206040697,END,Z01PPC070 00001099,PPC 70E A-3 (SPR-AP-MT-PMW-LAY3),3.212,735,105,424,156,38x43,38x43,7,7,,E,,METRO,,,
11-May-14 13:23,11-May-14 17:00,14-May-14,,1140081,PPC70E,4,70,A-3,85,SUPREME,206040698,END,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),12.848,2940,140,1698,623,38x43,38x43,21,21,,E,,,,,
11-May-14 17:00,11-May-14 19:44,14-May-14,,1140081,PPC70E,4,70,A-3,85,SUPREME,206040698,END,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),9.636,2205,105,1273,467,38x43,38x43,21,21,,E,,,,,
11-May-14 19:44,11-May-14 19:54,14-May-14,,1140081,PPC70E,4,70,A-3,85,SUPREME,206040741,END,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),0.612,140,140,81,30,38x43,38x43,1,1,,E,,,,,
11-May-14 19:54,11-May-14 20:02,14-May-14,,1140081,PPC70E,4,70,A-3,85,SUPREME,206040741,END,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),0.459,105,105,61,22,38x43,38x43,1,1,,E,,,,,
11-May-14 20:02,12-May-14 4:21,14-May-14,,1140081,PPC70E,4,70,A-3,85,SUPREME,206039943,END,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),29.46,6741,105,3893,1429,38x43,38x43,64,64,,E,,,,,
12-May-14 4:21,12-May-14 15:26,15-May-14,,1140081,PPC70E,4,70,A-3,85,SUPREME,206039773,END,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),39.24,8979,140,5186,1904,38x43,38x43,64,64,,E,,,,,
12-May-14 15:26,13-May-14 22:38,,,,Cutter Late,,,,1.30,,,,,,,,,,,,,,,,,,,,,
13-May-14 22:38,,,,,PPC70E,,,A-3,,IDEA MAX,,,,,30.000,,,3965,1455,,,57,57,,,,,,,
13-May-14 22:38,14-May-14 7:06,16-May-14,,1140082,PPC70E,4,70,A-3,85,IDEA MAX,END,38461,Z01PPC070 00000907,PPC 70D A-3 (IDM),30,6865,120,3965,1455,35x50,35x50,57,57,,E,,,,,
14-May-14 7:06,,,,,PPC70E,,,A-3,,IDEA MAX,,,,,53.550,,,7077,2598,,,100,100,,,,,,,
14-May-14 7:06,14-May-14 13:35,17-May-14,,1140082,PPC70E,4,70,A-3,85,IDEA MAX,206040632,END,Z01PPC070 00000961,PPC 70E A-3 (IDM-LAY3),22.95,5252,105,3033,1113,38x43,38x43,50,50,,E,,,,,
14-May-14 13:35,14-May-14 22:13,17-May-14,,1140082,PPC70E,4,70,A-3,85,IDEA MAX,206040632,END,Z01PPC070 00000962,PPC 70E A-3 (IDM-LAY4),30.6,7002,140,4044,1484,38x43,38x43,50,50,,E,,,,,
14-May-14 22:13,,,,,PPC80E,,,A-3,,SUPREME,,,,,85.752,,,9924,3643,,,141,141,,,,,,,
14-May-14 22:13,15-May-14 0:20,17-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040692,END,Z01PPC080 00000679,PPC 80E A-3 (SPR-PMW-LAY4),8.383,1680,140,970,356,38x43,38x43,12,12,,E,,,,,
15-May-14 0:20,15-May-14 2:03,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040692,END,Z01PPC080 00000680,PPC 80E A-3 (SPR-PMW-LAY3),6.811,1365,105,788,289,38x43,38x43,13,13,,E,,,,,
15-May-14 2:03,15-May-14 3:39,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040713,END,Z01PPC080 00000680,PPC 80E A-3 (SPR-PMW-LAY3),6.287,1260,105,728,267,38x43,38x43,12,12,,E,,,,,
15-May-14 3:39,15-May-14 5:46,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040713,END,Z01PPC080 00000679,PPC 80E A-3 (SPR-PMW-LAY4),8.383,1680,140,970,356,38x43,38x43,12,12,,E,,,,,
15-May-14 5:46,15-May-14 6:33,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040715,END,Z01PPC080 00000680,PPC 80E A-3 (SPR-PMW-LAY3),3.144,630,105,364,134,38x43,38x43,6,6,,E,,,,,
15-May-14 6:33,15-May-14 7:37,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040715,END,Z01PPC080 00000679,PPC 80E A-3 (SPR-PMW-LAY4),4.192,840,140,485,178,38x43,38x43,6,6,,E,,,,,
15-May-14 7:37,15-May-14 8:09,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040716,END,Z01PPC080 00000680,PPC 80E A-3 (SPR-PMW-LAY3),2.096,420,105,243,89,38x43,38x43,4,4,,E,,,,,
15-May-14 8:09,15-May-14 8:51,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040716,END,Z01PPC080 00000679,PPC 80E A-3 (SPR-PMW-LAY4),2.794,560,140,323,119,38x43,38x43,4,4,,E,,,,,
15-May-14 8:51,15-May-14 9:23,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040717,END,Z01PPC080 00000680,PPC 80E A-3 (SPR-PMW-LAY3),2.096,420,105,243,89,38x43,38x43,4,4,,E,,,,,
15-May-14 9:23,15-May-14 9:44,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040717,END,Z01PPC080 00000679,PPC 80E A-3 (SPR-PMW-LAY4),1.397,280,140,162,59,38x43,38x43,2,2,,E,,,,,
15-May-14 9:44,15-May-14 10:16,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040718,END,Z01PPC080 00000680,PPC 80E A-3 (SPR-PMW-LAY3),2.096,420,105,243,89,38x43,38x43,4,4,,E,,,,,
15-May-14 10:16,15-May-14 10:37,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040718,END,Z01PPC080 00000679,PPC 80E A-3 (SPR-PMW-LAY4),1.397,280,140,162,59,38x43,38x43,2,2,,E,,,,,
15-May-14 10:37,15-May-14 12:12,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040720,END,Z01PPC080 00000680,PPC 80E A-3 (SPR-PMW-LAY3),6.287,1260,105,728,267,38x43,38x43,12,12,,E,,,,,
15-May-14 12:12,15-May-14 14:19,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040720,END,Z01PPC080 00000679,PPC 80E A-3 (SPR-PMW-LAY4),8.383,1680,140,970,356,38x43,38x43,12,12,,E,,,,,
15-May-14 14:19,15-May-14 15:55,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040721,END,Z01PPC080 00000680,PPC 80E A-3 (SPR-PMW-LAY3),6.287,1260,105,728,267,38x43,38x43,12,12,,E,,,,,
15-May-14 15:55,15-May-14 18:02,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040721,END,Z01PPC080 00000679,PPC 80E A-3 (SPR-PMW-LAY4),8.383,1680,140,970,356,38x43,38x43,12,12,,E,,,,,
15-May-14 18:02,15-May-14 18:41,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040725,END,Z01PPC080 00000680,PPC 80E A-3 (SPR-PMW-LAY3),2.62,525,105,303,111,38x43,38x43,5,5,,E,,,,,
15-May-14 18:41,15-May-14 19:34,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040725,END,Z01PPC080 00000679,PPC 80E A-3 (SPR-PMW-LAY4),3.493,700,140,404,148,38x43,38x43,5,5,,E,,,,,
15-May-14 19:34,15-May-14 19:45,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040741,END,Z01PPC080 00000679,PPC 80E A-3 (SPR-PMW-LAY4),0.699,140,140,81,30,38x43,38x43,1,1,,E,,,,,
15-May-14 19:45,15-May-14 19:53,18-May-14,,1140084,PPC80E,4,80,A-3,95,SUPREME,206040741,END,Z01PPC080 00000680,PPC 80E A-3 (SPR-PMW-LAY3),0.524,105,105,61,22,38x43,38x43,1,1,,E,,,,,
15-May-14 19:53,15-May-14 23:23,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
15-May-14 23:23,,,,,PPC70E,,,A-4,,IDEA MAX,,,,,122.300,,,24006,11893,,,214,214,,,,,,,
15-May-14 23:23,16-May-14 12:05,18-May-14,,1140082,PPC70E,4,70,A-4,99,IDEA MAX,206040699,END,Z01PPC070 00000933,PPC 70E A-4 (IDM-LAY3) SG-K1,52.4,24037,225,10285,5096,38x45,38x45,107,107,,E,,,,,
16-May-14 12:05,17-May-14 5:02,19-May-14,,1140082,PPC70E,4,70,A-4,99,IDEA MAX,206040699,END,Z01PPC070 00000932,PPC 70E A-4 (IDM-LAY4) SG-K1,69.9,32064,300,13720,6798,38x45,38x45,107,107,,E,,,,,
17-May-14 5:02,,,,,PPC70D,,,A-4,,IDEA MAX,,,,,130.000,,,25583,12642,,,124,124,,,,,,,
17-May-14 5:02,18-May-14 12:33,20-May-14,,1140082,PPC70D,4,70,A-4,99,IDEA MAX,END,38461,Z01PPC070 00001040,PPC 70D A-4 (IDM-LAY6),130,59633,480,25583,12642,38x49,38x49,124,124,,D,,,,,
18-May-14 12:33,18-May-14 16:03,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
18-May-14 16:03,19-May-14 11:15,,,,Cutter Late,,,,0.80,,,,,,,,,,,,,,,,,,,,,
19-May-14 11:15,,,,,PPC64E,,,A-3,,WHITE PPC,,,,,116.733,,,16896,10337,,,199,199,,,,,,,
19-May-14 11:15,19-May-14 22:57,22-May-14,,1140085,PPC64E,4,64,A-3,65,WHITE PPC,206040640,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),31.687,7942,147,4586,2806,38x43,38x43,54,54,,E,,,,,
19-May-14 22:57,20-May-14 1:33,22-May-14,,1140085,PPC64E,4,64,A-3,65,WHITE PPC,206040641,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),7.038,1764,147,1019,623,38x43,38x43,12,12,,E,,,,,
20-May-14 1:33,20-May-14 4:08,23-May-14,,1140085,PPC64E,4,64,A-3,65,WHITE PPC,206040643,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),7.038,1764,147,1019,623,38x43,38x43,12,12,,E,,,,,
20-May-14 4:08,20-May-14 4:47,23-May-14,,1140085,PPC64E,4,64,A-3,65,WHITE PPC,206040644,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),1.76,441,147,255,156,38x43,38x43,3,3,,E,,,,,
20-May-14 4:47,20-May-14 9:59,23-May-14,,1140085,PPC64E,4,64,A-3,65,WHITE PPC,206040645,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),14.077,3528,147,2037,1247,38x43,38x43,24,24,,E,,,,,
20-May-14 9:59,20-May-14 12:35,23-May-14,,1140085,PPC64E,4,64,A-3,65,WHITE PPC,206040646,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),7.038,1764,147,1019,623,38x43,38x43,12,12,,E,,,,,
20-May-14 12:35,20-May-14 15:11,23-May-14,,1140085,PPC64E,4,64,A-3,65,WHITE PPC,206040647,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),7.038,1764,147,1019,623,38x43,38x43,12,12,,E,,,,,
20-May-14 15:11,20-May-14 20:23,23-May-14,,1140085,PPC64E,4,64,A-3,65,WHITE PPC,206040648,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),14.077,3528,147,2037,1247,38x43,38x43,24,24,,E,,,,,
20-May-14 20:23,20-May-14 22:59,23-May-14,,1140085,PPC64E,4,64,A-3,65,WHITE PPC,206040650,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),7.038,1764,147,1019,623,38x43,38x43,12,12,,E,,,,,
20-May-14 22:59,21-May-14 1:09,23-May-14,,1140085,PPC64E,4,64,A-3,65,WHITE PPC,206040651,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),5.865,1470,147,849,519,38x43,38x43,10,10,,E,,,,,
21-May-14 1:09,21-May-14 6:21,24-May-14,,1140085,PPC64E,4,64,A-3,65,WHITE PPC,206040652,END,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),14.077,3528,147,2037,1247,38x43,38x43,24,24,,E,,,,,
21-May-14 6:21,21-May-14 9:51,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
21-May-14 9:51,,,,,PPC64E,,,B-4,,WHITE PPC,,,,,100.443,,,15520,7122,,,210,210,,,,,,,
21-May-14 9:51,22-May-14 3:45,24-May-14,,1140085,PPC64E,4,64,B-4,50,WHITE PPC,206040640,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),37.295,12473,160,5763,2644,32.5x44.5,31x44,78,78,,E,,,,,
22-May-14 3:45,22-May-14 6:30,25-May-14,,1140085,PPC64E,4,64,B-4,50,WHITE PPC,206040643,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),5.741,1920,160,887,407,32.5x44.5,31x44,12,12,,E,,,,,
22-May-14 6:30,22-May-14 6:58,25-May-14,,1140085,PPC64E,4,64,B-4,50,WHITE PPC,206040644,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),0.957,320,160,148,68,32.5x44.5,31x44,2,2,,E,,,,,
22-May-14 6:58,22-May-14 13:24,25-May-14,,1140085,PPC64E,4,64,B-4,50,WHITE PPC,206040645,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),13.395,4480,160,2070,950,32.5x44.5,31x44,28,28,,E,,,,,
22-May-14 13:24,22-May-14 14:46,25-May-14,,1140085,PPC64E,4,64,B-4,50,WHITE PPC,206040646,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),2.87,960,160,443,203,32.5x44.5,31x44,6,6,,E,,,,,
22-May-14 14:46,22-May-14 21:12,25-May-14,,1140085,PPC64E,4,64,B-4,50,WHITE PPC,206040647,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),13.395,4480,160,2070,950,32.5x44.5,31x44,28,28,,E,,,,,
22-May-14 21:12,22-May-14 23:57,25-May-14,,1140085,PPC64E,4,64,B-4,50,WHITE PPC,206040650,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),5.741,1920,160,887,407,32.5x44.5,31x44,12,12,,E,,,,,
22-May-14 23:57,23-May-14 3:38,25-May-14,,1140085,PPC64E,4,64,B-4,50,WHITE PPC,206040651,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),7.654,2560,160,1183,543,32.5x44.5,31x44,16,16,,E,,,,,
23-May-14 3:38,23-May-14 10:03,26-May-14,,1140085,PPC64E,4,64,B-4,50,WHITE PPC,206040652,END,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),13.395,4480,160,2070,950,32.5x44.5,31x44,28,28,,E,,,,,
23-May-14 10:03,23-May-14 13:33,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
23-May-14 13:33,,,,,PPC64E,,,B-5,,WHITE PPC,,,,,55.680,,,13883,7869,,,116,116,,,,,,,
